title,text
Entropy,"
A nature full of savageness,
A gambling world in force
The Creation is a chaos-
Mare Cacophonous discourse.
I value myself the most;
Not that, I’m proud.
But there are so many ‘I’s
Amorphous in the Crowd.
Your pain is yours
Only you are there to feel
Your cry for life
Hardly makes a deal.
I know, they work,
Reconstruct over the ruins
To raise another empire
Lying dead under the plinths!
What are we running for?
What goal we gain,
When all are destined to
Get collapsed again?
Who’s the crazy behind?
And what’s the crazy theme?
Unrest drives the wheel
While Peace remains a dream.



              From: 
                    Sriparna BAndyopadhyay        






              Copyright ©: 
                    Sriparna BAndyopadhyay        


"
"Eucalyptus Grove, morning","
Eucalyptus Grove, morning
Quiet Eucalyptus Grove
In the shallows
Of the cove
Root and trunk and branches wove
‘Mid a muddy treasure trove.           
Well - appointed campus lake;
Wealthy waters, rich to slake
Duck and egret, fish and snake.
Silent Eucalyptus brake!
Peaceful while thy land was French
Peaceful while I manned my bench
Content ye graze and ever quench
Content we gaze and never flinch.



              From: 
                    http://www.theartisticmuse.com/march-2014-archives.html        






              Copyright ©: 
                    2014        


"
Evening ,"
At the brim of drowning day,
A slight after the sunset,
Clad in crimson pink bridal dress,
I see a bride every day exposing
Her unheeded, enthralling beauties,
Waiting for her courting partner,
Propping and fondling in both hands,
The silky locks of light and darkness,
And she ever stands for a while between,
Like a smart streak partitioning boundaries,
Of the shiny silvery day, dark shady night. 



              From: 
                    Muhammad Shanazar        


"
Failure Of Life,"
I always thought my past
My sorrows
My mistakes
My failure of life
Or thinking about my future
Without any plans, tries
Except living in the imaginations
And the desires
Never thought about today
In a result,
I have nothing
No past, no future
Today's sun is also going down
I have the same thoughts
And the same imaginations,
But no practical tries.
    ------------------"
Fall Job,"
How long have I been lying in these leaves?
…it’s best not to think about it.
It makes the time go by quicker.
But what else will I think about?
Will I think about the tall tree tops?
The hemlock is not as beautiful without its pines.
The maple is not as rich without its leaves.
But the squirrels still hop from tree to tree.
They chase each other, spiraling
down the oak tree, as if
gravity did not matter.
As if life were a carefree game.
They hop in and out of the leaves,
like gazelle,
squeaking with joy.
Their little feet crunch the crisp leaves.
They even run over me
as if I am part of the forest.
But I am not as pure as the air
nor moist as the ground.
The birds begin to chirp.
Their sweet voices fill the air
as if it were a sanctuary.
Now I know why he comes here.
Down the path I hear a brook,
with the gentle spray of its falls
and the rushing and brushing
against the rocks.
Up the trail comes a family of deer.
The children promenade with the swaying trees
and the parents sniff for food,
but they don’t smell me.
I’m glad I had this time.
No one else appreciates
the beauty of the world
more than our kind.
Then, another kind of sound
taints this utopia.
The loud patting of his despicable feet.
The panting of his heavy, foul breath.
Thank you forest for sharing your beauty.
I’m sorry it has to happen here.
(I set my sight on him
and begin to slowly tighten the trigger)"
Feast of the Eyes,"
This poem is all about how I see world from my eyes, my thought related to the universe and my importance towards it.
Immensely blue sky with white silvery clouds,
Seems as if it’s making some sound,
Transforming itself into dark all around,
That seems as if black curtains are turning round.
Drop by drop the curtain opens,
And looks like something’s have fallen,
Frolicking barefoot i feel them,
That helps me feel closer to the land.
The crispy and cool air breezing,
That caresses my face knocking,
Makes me feel refreshing,
Saying that I'm still yawning.
At night, when moon makes its appearance,
Seems as if it’s gazing the glory of universe,
Twinkling jewels adds to its beauty not to the worse,
Instead my senses make it more wondrous.
I feast my eyes upon the scene of immense activity,
And witness the nature’s beauty,
Preserving these is my duty,
Nevertheless i never allow it to gain someone’s sympathy.



              From: 
                    Alina Ahmed        






              Copyright ©: 
                    ALINA AHMED. 3rd of May. 2011        


"
Feelings,"
It`s raining out there in the night.
The fragrance of the `dark` air
and the surrounding tranquillity
gives my heart `wings`,
wings of freedom.
It makes the heart soar like a spirit free,
though `incomplete`,
perhaps looking for a heart `alike` .
The days won`t matter,
the wait won`t bother,
the faith won`t waver.I`m strong forever,
the `flowing sand` won`t worry me,
for in a corner of my heart there is
undefatigable hope,rather belief,
that hearts `alike` would someday unite,
and complement each other
and the union hence would `touch` away the pains forever."
Flight To Nature,"
SICK of the crowd, the toil, the strife,
Sweet Nature, how I turn to thee,
Seeking for renovated life,
By brawling brook and shady tree!
I knew thy rocks had spells of old,
To soothe the wanderer's woe to calm,
And in thy waters, clear and cold,
My fev'rish brow would seek for balm.
I've bent beneath thy ancient oak,
And sought for slumber in its shade,
And, as the clouds above me broke,
I dream'd to find the boon I pray'd;
For light--a blessed light--was given,
Wide streaming round me from above,
And in the deep, deep vaults of heaven,
There shone, methought, a look of love.
And, through the long, long summer hours,
When every bird had won its wing,
How sweet to think, amidst thy flowers,
That youth might yet renew its spring;--
That sacred season of the heart,
When every pulse with hope is strong,
And, still untaught by selfish art,
Truth fears no guile, and love no wrong.
And who, but nature's self, could yield
The blessing in the prayer I made,
Throned in her realm of wood and field,
Of rocky realm and haunted shade?
Who, but that magic queen, whose sway
Drives winter from his path of strife,
Whilst all her thousand fingers play,
With bud and bird, in games of life!
With these a kindred life I ask,--
Not wealth that mortals vainly seek;
But, in heaven's sunshine let me bask,
My heart as glowing as my cheek;--
An idle heart, that would not heed
That chiding voice, when duty comes,
To drag the soul, but freshly freed,
Back to cold toils and weary glooms.
No lure she finds in mortal schemes,
Which wiser fancies still reprove,--
Far happier in her woodland dreams,
With one sweet teacher, taught by love!
Thou, Nature, that magician be,
Restore each dream that taught the boy,
That warm'd his hope, that made him free,
While wisdom took the shape of joy;
And I will bless thee with a song,
As fond as hers, that idle bird,
That sings above me all day long,
As if she knew I watch'd and heard. "
Forgotten Language,"
Once I spoke the language of the flowers,
Once I understood each word the caterpillar said,
Once I smiled in secret at the gossip of the starlings,
And shared a conversation with the housefly
in my bed.
Once I heard and answered all the questions
of the crickets,
And joined the crying of each falling dying
flake of snow,
Once I spoke the language of the flowers. . . .
How did it go?
How did it go?"
Gazing At The Cloudy Sky,"
Gazing at the cloudy sky,
All I see is nowhere light;
Behind those puffs the stars profusely cry,
The battered moon stays behind in fright,
It could never win the fight.
The blowing wind being an artistic knife,
Makes the clouds in whites to paint the skies-
An afraid child left alone in his life,
Or a mighty eagle with watchful eyes,
Or a luxurious garden full of butterflies.
The dark sky lightens,
It is for sure the dawn of today;
Unlike the other bright items,
The clouds still float all gay,
Stirring under our petty planet in the milky way.
I watch the sun rise in the east,
Coloring the sky in picturesque shades;
Sinking all my troubles to the least,
Giving me a memory which for eternity stays,
The cloudy sky subtly fades.



              From: 
                    Harshwardhan Sharma        






              Copyright ©: 
                    2016, Harshwardhan Sharma        


"
Global Warning,"
it is not so much
    carbon doxide from metal pipes
as more and more
    fret, frenzy and friction
that burst out into the sky
    making the whole world
	dangerously warmer
(sept.19, 2004)



              From: 
                    Vancouver        






              Copyright ©: 
                    Mike Yuan        


"
God's Choir,"
On the eve of this beloved morn
When all light is bright and hot
The soft wind blows our ears
And heightens our senses to this loaded breeze
All who listen will perceive
This beautiful rhythm that the winds receive
From the birds' chirp to the scurrying mice
Arranged in an order so soothing and nice
Cocked ears perceive sweet music
Which fills our soul with eternal bliss
Our frowns turn to smiles
Our sweat become the drizzles
Which beat our tired skin and cools it
The sounds of God float through all space
Healing minds and hearts to trace
The beautiful path that his love makes
Sweet music that lingers on
Without a touch of flute or harp
Sweet melodies that give life
All writ and inspired by god himself
Sweet melodies of his word
Hear the sweet psalms
That clean our fear and worry
Hear the sweet psalms of his grace and glory
Sang by all with blood and heart
Hear now and sing your part
To gods everlasting love and might



              From: 
                    B Attafua        






              Copyright ©: 
                    Yaw Brako Attafua        


"
gum tree loved by the sky,"
there’s this gum tree
that stands alone
its skin and bark white as bone
and its leaves
quivering in the wind
shimmering
in the sun;
and it’s so pretty
and tall and proud
the blue sky says:
“I'll come stand
guard over you
embrace you
full of blue love”



              Copyright ©: 
                    Raj Arumugam        


"
Haiku: The Bluebird and the Sky,"
(A found poem from the writings of Henry David
Thoreau and Ralph Waldo Emerson)
The bluebird carries
the sky, the daily bread of
the eyes, on his back.



              From: 
                    Haiku Journal (Issue 12), haikujournal.org        






              Copyright ©: 
                    2012 by Monty Gilmer and Haiku Journal        


"
Hey birds,"
Hey birds
you rosellas and mynas
and magpies
it’s nice Spring and the flowers
are in bloom
in my garden;
and it’s good to see you flying about
as in a Walt Disney movie
and see you hover at the flowers
or on the lawn
but really, must you sit on the fence
and shit on my side of the garden?
why don’t you turn your butt around
and drop it in my neighbor’s colorless yard?



              Copyright ©: 
                    Raj Arumugam        


"
Hiking,"
between two tall skeletons of birches
i walk right into the heart of mid-autumn
with the city gate as my starting point
but without any predetermined destination
along a less frequently trodden trail
i keep traveling behind my own soul
each time I climb onto a little ridge
i see another higher up just ahead
it is not a question of uphill or downhill
nor a choice between two different roads
once standing on the peak to look back
i find all mountains so surprisingly small



              From: 
                    Vancouver        






              Copyright ©: 
                    Mike Yuan        


"
His Escape,"
Waves crashing on the shore,
shells scattered around
seem endless as he glances
down the shoreline.
Tiny crabs skitter
by his boots in the sand.
As he walks further out,
water rises up,
awakening his soul.
He finds just the right site
to make his first cast.
Only the echo of the waves
and the click of his reel
bring him peace and serenity.
The rhythm of these sounds
carries him
away from the noises
of buildings being constructed,
phones ringing,
and the chime of yet another email.
The resonance and feel of
the water
lapping against his waist
relaxes him
and lifts his worries away. 



              From: 
                    Lori Motal        






              Copyright ©: 
                    2011        


"
Hora Stellatrix,"
The stars hang thick in the apple tree,
The south wind smells of the pungent sea,
Gold tulip cups are heavy with dew.
The night's for you, Sweetheart, for you!
Starfire rains from the vaulted blue.
Listen! The dancing of unseen leaves.
A drowsy swallow stirs in the eaves.
Only a maiden is sorrowing.
'T is night and spring, Sweetheart, and spring!
Starfire lights your heart's blossoming.
In the intimate dark there's never an ear,
Though the tulips stand on tiptoe to hear,
So give; ripe fruit must shrivel or fall.
As you are mine, Sweetheart, give all!
Starfire sparkles, your coronal."
Hound Voice,"
Because we love bare hills and stunted trees
And were the last to choose the settled ground,
Its boredom of the desk or of the spade, because
So many years companioned by a hound,
Our voices carry; and though slumber-bound,
Some few half wake and half renew their choice,
Give tongue, proclaim their hidden name -- 'hound voice.'
The women that I picked spoke sweet and low
And yet gave tongue. 'Hound voices' were they all.
We picked each other from afar and knew
What hour of terror comes to test the soul,
And in that terror's name obeyed the call,
And understood, what none have understood,
Those images that waken in the blood.
Some day we shall get up before the dawn
And find our ancient hounds before the door,
And wide awake know that the hunt is on;
Stumbling upon the blood-dark track once more,
Then stumbling to the kill beside the shore;
Then cleaning out and bandaging of wounds,
And chants of victory amid the encircling hounds."
Human kind please hear the warning,"
Development facts,
Global warming issues,
Sustainability limits,
The world is held by weak strings.
Economies are growing,
Environmental quality is declining,
Social inequalities are deepening,
And therefore, the climate change box is expanding.
Human kind please hear the warning,
Under global warming,
Eco-economic agents can not pass the sustainability test
If they themselves become sources of deeper social unrest.
Poem by Lucio Muñoz
Vancouver, BC, Canada
lrmt@hotmail.com



              From: 
                    Canada        






              Copyright ©: 
                    Lucio Muñoz        


"
I am content here,"
I am content here
in my open
with the trees and the birds that sing
and the clouds above
and the moon that radiates at night;
and the feel of the warmth of the sun on my
arms and chest and legs
and the feel of the cool water
on my face;
not for me all the revelations
and the vanities
and the theories
and the pomposity
of the life here
and the life hereafter;
for I am content here
in my open
with the trees and the birds that sing



              Copyright ©: 
                    Raj Arumugam        


"
I Left All Liars,"
I have left all liars
Including innocent
I could not do else
Except that
I needed to relax
Anyhow,
They deserve
The special thanks
For they awoke me
They taught me
They showed me
The reality and life
The value of the truth
I do not notice them anymore
I do not feel any devotion
Affection, respect for them
I had once thought
Such people are the ugly blemish
On the humanity
I believe
God protects the good ones
From such people
I pray, and I hope
I stay safe, and far from them."
I like to let the word fly about,"
        I like to let the word fly about
	Not tied down to its meanings
	Like a dog on a leash
	And be walked on the beach.
	But let it prance around, flip and turn
	And perch on the tiniest branch
	Of suspense and dream
	In the balmy glow of a rainbow
	Like a crazy cormorant
	Caring not a fig for gravity.
	I like to let the word
	Make mouths of mockery
	At those who take it to mean
	Like sea and sea weed moth-green
	I like to clutch them and scooping
	Fling handfuls into the sky
	And watch them rain
	Poetry.



              From: 
                    Conversations with Children (2005)        






              Copyright ©: 
                    author        


"
I Wish,"
I wish I was a bird
That my song the world might be heard
And soar up in the big blue sky
To see the wonders that caught my eye.
I wish I was a flower
That blooms beautiful easing anger
Kissed by, early morning sunlight
Adorned by thousands of amazing might.
I wish I was the sun
That shines bright across the land,
Gives joy to every living face,
and bring broken hearts into one piece.
I wish I was a tree
Growing strong the world could ever see
Sheds my loved ones beneath its ring
Like a beautiful-feathered humming bird sing.
And yet, I am what I am today
Not a bird, a flower, a sun nor a tree
Because God made me special, you see?
More than any wish I could ever be.



              From: 
                    Julius Omila        






              Copyright ©: 
                    2019        


"
If I Were a Tree,"
What would I do if I were a tree?
I’d regard life in the surrounds.
Mankind would live within nature’s law,
Respecting the natural compounds.
What would I do if I were a tree?
Regenerate earth’s atmospheres.
Mankind would inhale nature’s fresh breath,
Across the world’s vast hemispheres.
What would I be if I were a tree?
Majestic and free as I grew.
Mankind would be left to live and grow,
And the earth as one would renew.
What would I see if I were a tree?
I’d see beauty in life around.
Mankind would see the beauty in me,
In harmony life would abound.



              Copyright ©: 
                    2011 Norma Martiri        


"
Immoral Laboratories,"
Here are columns of fleeing masquerades
The old members of immoral laboratories
Upon atomic mushrooms’ sulphuric acids
Darkness blackens the dazzling complexes
Like perplexing unforeseen circumstances
In viral antisocial and immoral behemoths
Keeping procreation in immoral drainages
Like colossal bumps on maritime advances



              From: 
                    Adeola Ikuomola        






              Copyright ©: 
                    (c)        


"
In The Seven Woods,"
I have heard the pigeons of the Seven Woods
Make their faint thunder, and the garden bees
Hum in the lime-tree flowers; and put away
The unavailing outcries and the old bitterness
That empty the heart. I have forgot awhile
Tara uprooted, and new commonness
Upon the throne and crying about the streets
And hanging its paper flowers from post to post,
Because it is alone of all things happy.
I am contented, for I know that Quiet
Wanders laughing and eating her wild heart
Among pigeons and bees, while that Great Archer,
Who but awaits His hour to shoot, still hangs
A cloudy quiver over Pairc-na-lee.
August 1902"
Insect's Nest,"
When it came and built the frame
on the wall,
briskly I bruised it
by a finger.
Twice it came again
I ignored it then.
Now on the wall it has a shelter
at the back of my computer;
a frail one inch hollow tube
upside open downside closed
clipped to the wall.
It’s a tiny wasp
may be with family it lives;
 they come and go.
Ain’t all the great constructions
like insect’s nest
brittle and fragile
sure to go
today or tomorrow
measured by time?
Why bother about any mark made of lime?



              From: 
                    Aju Mukhopadhyay        






              Copyright ©: 
                    Aju Mukhopadhyay        


"
Island-Hearth,"
                                         Island-Earth
 Island-Earth:
tiny point
lost in the Universe.
Marble of light:
sapphire of seas,
emerald of woods.
Pearl of life
in the abysses of the Nothing.
Precious jewel
in vulgar,
dirty and perverse hands.
Ball of dirt,
you’ll remain
            alone and different,
                          a useless reject
                         of the Universe.  
Isola-Terra:
                                     Isola-Terra:
minuscolo punto
sperduto nel cosmo
Biglia di luce;
zaffiro di mari,
smeraldo di boschi.
Perla di vita
Negli abissi del nulla.
Gioiello prezioso
in mani volgari
immonde e perverse.
            Sarai 
                palla di sporco,
                             sola e diversa.
                   Inutile scarto, 
                  dell’universo.  



              From: 
                    Maria Ivana Trevisani Bach        






              Copyright ©: 
                    Maria Ivana Trevisani Bach        


"
Jacaranda,"
September blooms of purple hues,
adorn the city street.
And in bright splendour praises Spring,
where limbs and feathers meet.
Amid soft purple hues I lay,
to rest my weary head.
In fantasies drifting away,
Upon a sprinkled spread.



              Copyright ©: 
                    2011        


"
"January, January...","

Ice, thick,
as I have never seen
on Cherwell.
Jagged, floating towards Isis.
Low mists of ice-dust
drift on Christ Church meadow
and cool the blood
of long-horn cattle
standing
ankle-deep in mud.
A lame roe deer
beneath the trees
pauses, where
the sudden call of coots
splits the air.
In the gardens of Trinity,
all is order and harmony.
January blossom from Japan,
well-kept paths and lawns.
Controlled
and quiet.
Magdalen is a small, medieval town;
courtyards and golden houses,
a Tower and a Park.
Along Addison’s Walk,
tall trees like sentries,
follow the stream
which sidles out from Magdalen Bridge
to turn and twist
past the Deer Park
with its white deer,
(living, condensations
of the mist).



              From: 
                    Oxford Poems        


"
Lago,"
LAGO
Fresca un'ombra si incendia diffusa di verde
stillano stelle di luce cristalli di sole
nero scintilla d'argento uno specchio silente
persa nel vento si scioglie un'antica stanchezza.
[Translation to English]
LAKE
Fresh, a shade catches fire, diffused of green
crystals of sun shed light stars,
a silent mirror twinkles with black silver,
lost in wind, an ancient weariness dissolves.



              From: 
                    Dario de Judicibus        






              Copyright ©: 
                    Dario de Judicibus 1978-2011        


"
Lakes,"
The lake of ice is lacerated with blanching scratches.
Figures merry with winter move on it and freeze
Spewed out of somewhere by blind time
That burns on and is there.
The second lake above, crossed with gashes of light and cloud,
Which has been the eternal witness of time and abided with it,
Is surprised by a sharp-tipped circling aircraft or some other moon of man,
Splitting its waves wide open.
The blueblade knives of the ice
Will be like flowers in remembrance
In which the shades of snow glide down
Like silver and like wool.
Before melody flickers its last on a lake
And the knowable world is passed away."
Last,"
Day bows before me as
Night writes a
Storyline of
Sewing windscorpion
Shadows thirteen inches
Tall.
Who, revere a
Leering Mockingbird
Call.



              From: 
                    Anna Lovering        






              Copyright ©: 
                    Anna Lovering        


"
let the calm of the evening,"
let the calm of the evening
let it descend in our hearts;
embrace
its coolness and its quiet
its invitation to thought and reflection;
let its peace
let its power come in;
and perhaps let us put aside
all our concepts and vengeance
and perhaps in this quiet
see the anarchy in one’s heart,
and leave all tension, all misgivings
and see the stillness within oneself
as in this evening;
and perhaps then one sees all the calm and peace
and the love
and the oneness
and may that be in one
all days and all nights



              Copyright ©: 
                    Raj Arumugam        


"
Little Tree,"
little tree
little silent Christmas tree
you are so little
you are more like a flower
who found you in the green forest
and were you very sorry to come away?
see i will comfort you
because you smell so sweetly
i will kiss your cool bark
and hug you safe and tight
just as your mother would,
only don't be afraid
look the spangles
that sleep all the year in a dark box
dreaming of being taken out and allowed to shine,
the balls the chains red and gold the fluffy threads,
put up your little arms
and i'll give them all to you to hold
every finger shall have its ring
and there won't a single place dark or unhappy
then when you're quite dressed
you'll stand in the window for everyone to see
and how they'll stare!
oh but you'll be very proud
and my little sister and i will take hands
and looking up at our beautiful tree
we'll dance and sing
""Noel Noel"""
Loon Point,"
Softly the water ripples
Against the canoe's curving side,
Softly the birch trees rustle
Flinging over us branches wide.
Softly the moon glints and glistens
As the water takes and leaves,
Like golden ears of corn
Which fall from loose-bound sheaves,
Or like the snow-white petals
Which drop from an overblown rose,
When Summer ripens to Autumn
And the freighted year must close.
From the shore come the scents of a garden,
And between a gap in the trees
A proud white statue glimmers
In cold, disdainful ease.
The child of a southern people,
The thought of an alien race,
What does she in this pale, northern garden,
How reconcile it with her grace?
But the moon in her wayward beauty
Is ever and always the same,
As lovely as when upon Latmos
She watched till Endymion came.
Through the water the moon writes her legends
In light, on the smooth, wet sand;
They endure for a moment, and vanish,
And no one may understand.
All round us the secret of Nature
Is telling itself to our sight,
We may guess at her meaning but never
Can know the full mystery of night.
But her power of enchantment is on us,
We bow to the spell which she weaves,
Made up of the murmur of waves
And the manifold whisper of leaves."
Madonna of the Evening Flowers,"
All day long I have been working,
Now I am tired.
I call: “Where are you?”
But there is only the oak tree rustling in the wind.
The house is very quiet,
The sun shines in on your books,
On your scissors and thimble just put down,
But you are not there.
Suddenly I am lonely:
Where are you?
I go about searching.
Then I see you,
Standing under a spire of pale blue larkspur,
With a basket of roses on your arm.
You are cool, like silver,
And you smile.
I think the Canterbury bells are playing little tunes.
You tell me that the peonies need spraying,
That the columbines have overrun all bounds,
That the pyrus japonica should be cut back and rounded.
You tell me these things.
But I look at you, heart of silver,
White heart-flame of polished silver,
Burning beneath the blue steeples of the larkspur,
And I long to kneel instantly at your feet,
While all about us peal the loud, sweet Te Deums of the Canterbury bells."
Meanderings,"
The gusty, blustery wind
lifted and tossed
all sorts of light and flighty things
litter, leaves and paper
nimbly swirling, wafting, floating
nosediving
near the ground and pulling out
dropping then lifting again
as branches and leaves from trees
waved agitatedly
the dark, ominously majestic pines
elegant poplars
oaks and aspens
shrubs with flowers
and distinctive leaves
like small children
or relatives of the trees
all being harried and blown about.



              From: 
                    Ken W Simpson        


"
Meilleures ennemies,"
Miroir, mon beau miroir,
Tu me contemples
Et te déhanches,
Je te sais penchée aux fontaines,
Je te sens grisée aux orages.
Tu glisses lente et cristalline
Aux joues offertes et désarmées.
O Miroir, féroce insoumise
Impitoyable, sibylline,
Jalouse d’étreindre à sa guise,
J’ai inventé nos ressemblances,
Tissé le fil
De ce langage insoupçonné
Et de nos fusions infidèles.
O mon miroir, ma jumelle,
Mon inconnue si familière,
Que j’aime t’entendre aux fenêtres
Et te porter nue à mon cou.
Mais tes insondables colères
N’épargnent guère
Ni ne pardonnent,
Dans tes fracas, dans tes conquêtes,
Dans tes corps à corps aux falaises.
Tu me terrifies, ô Miroir,
Effrontée sublime et sauvage.
Puis tu souris
Insolemment.
Et je m’incline, consentante,
Face à la mer.



              From: 
                    Amandine Villard        






              Copyright ©: 
                    Amandine Villard        


"
message from the sun,"
I lie asleep
and you send in
beams of messengers
each with the same warm words:
‘Hey, lazybones –
wakie! wakie!’



              Copyright ©: 
                    Raj Arumugam        


"
Mid-Autumn Moon,"
a rounded rainbow trout
shining bright and lively
until it is cast afar
onto the bank of my dream



              From: 
                    Vancouver        






              Copyright ©: 
                    Mike Yuan        


"
Mocking Bird,"
Oh, poor, innocent captive bird
How my heart aches for thee -
How I wish thou couldst spread thy wings
And, in thy innocence, fly free!
O’er woods and meadows, lakes and fells
Singing out thy joyous song -
To be imprisoned in this way
Is so hideous and wrong.
Maybe, little plaintive bird,
Whence from Life thou hast passed away,
O’er Elysian fields shalt thy spirit soar
And, in freedom, fly each day
Sailing upon the buoyant winds -
Gently buffeting thy frame
Wherein soft whispers shall be heard
Of Angels calling thee by name
Until such time sweet, gentle bird,
Fate has deemed thee thy time to spend
Behind these bars that mock thy wings
From dawn ‘til twilight’s end.
Barbara J Laing



              Copyright ©: 
                    Barbara J laing        


"
Moonbeam flowers,"
In the twilight morning seeking flowers in the garden lit in tender grins I found those moonbeam flowers smiling at me casting the light of serene white. With raindrops upon their petals shining, pleading me to touch it’s bracing self and I felt of embracing them all to my bare chest warm of coolest shower. Birds sing songs celestial, breeze blows gentle and I remain mesmerised with a heart rejoicing the grace of unspoken words!         
The sanctum sanctorum is ready, I have bathed the idol and lit lights divine. With a corbeille when I stood amidst the green, I wanted those flowers to offer unto His feet. Alas! here I am left with frozen fingers unable to pluck them from their very being. The leaves of Tulsi are still, awaiting the pain of possible death - my fingers separating them from their stems! Alas! my Lord, nor I want to see that aching heart and its bleeding fragrance!  
Perhaps I may have to return with an empty basket that was always full of heavenly flowers. My Lord, here I am with bare hands of agony, grand me with a vision that would let me love them more than You, and leave me content with my heart’s heart. If passiveness would bring joy abundant to the world, let my words spread it among the people all around me. I will sing the glory of you, but accept me for what I am and for what I have. 
Dawdling through the soil wet of yester-rain, the path ends at the door of your abode. While trying to sing along the pitch of the breeze, why are these teardrops oozing out from my eyes instead of the melody from the bottom of my throat? Amidst the joyful chirping of these birds, why am I left silent to the deepest of my self? There is silence deep within the self of everyone and everything- my Lord, shall I call thee that name?
It is morning! Within the sanctum sanctorum when I close my eyes with silent prayers quivering on my lips, I can see those moonbeam flowers smiling at her beloved who is peeping through the clouds in the eastern horizon; I can breath deep the fragrance of unwounded Tulsi leaves ready to be kissed by the tender rays of the Lord of light! O beloveds, fall unto the lap of mother earth when you die, to feed the lives yet to sprout.  
My Lord, here I am, accept this humble me as the offering and here is this life upon thy feet!



              From: 
                    Preeth Nambiar        






              Copyright ©: 
                    Preeth Nambiar        


"
Mother Earth; Her Beauty And Her Destruction,"
I awake to hear her voices, her smells bring me alive, and Mother Earth is all around me wanting for me to step outside.
I see her creatures playing, the birds singing a tune, and the grasses are swaying to her sweet breaths perfume.
Beauty is all around me, life in full bloom, waiting for the next season to come to return to her womb.
Horses are galloping, Cows graze in her fields, little creatures run and play tag with their meals.
Mother Earth is abundant with all life to give, spreading her seed so she will continue to live.
While humans degrade her and spill filth on her skin, she moans and cries for healing to begin. Her trees have been taken, her body been raped, Her blood has been poisoned her waters not safe, her air has been polluted no clean breath to take, fires running ramped burning her kin, while she waits for new life to begin.
Mother Earth is so precious; she needs to be healed, so once again life can be revealed.
The Earth needs our help, letting her heal, keeping her clean so she can reveal
All beauty she holds, all the wonders she keeps, the wisdom she bestows, all while she weeps.
The garbage that’s tossed on her beautiful skin, all the toxins that’s dropped in waters with in, all the air filled with smoke that chokes up her lungs, with the fires that reap all her creatures she loves, she’s making a plea for all to stop, while we close up our ears and continue with out stop.
Please make it stop so she can continue to live, she screams from her bountiful body with in.
We take and we scar her beautiful land, we make her air thick so her smells we can’t stand, the water we pour all the chemicals in is making it hard for her fishes to swim.
We blow stuff up and burn all her land making it hard for all the trees to stand. Her creatures are tossed out in the cold, leaving them homeless with no place to go.
We must stop this get it to end for our mother is weeping and can’t understand; with all of her beauty and all of her love why would some body do this to a mother supposed to be loved.
This has to end before it’s too late, she’ll take all her love and leave us to fate.
She will make a new start and sweep all her lands leaving it clean for her next children too stand.
© TMBedell



              From: 
                    TMBedell        






              Copyright ©: 
                    TMBedell        


"
Mother Nature,"
You melt the dreams,
Into the liveliest colors of Life.
All until the iron curtain;
In our souls
Emerged into reality.
In your blessed chest,
I heard the echo of a thousand souls;
Your Clouds intertwine,
They strained in a wonderful,
Sweet despair,
Awaiting the first lightning;
Your mountains rustle with the breath of Life,
Your winds wave,
With the gigantic wings of life;
Your green valleys,
Open, welcoming, full of flowers,
That eternal, blissful smile of deity,
In that charming gaze,
Of your green valley,
It seemed to me
That they represent your thirst,
And your expectations,
Your longing for the love of men."
Mother Nature,"
Since the beginning of the Earth,
Millions of years back
You came into existence.
Water began to flow upon your Heart,
Sunrays fall unto your surface,
Seeds began to germinate.
You nourishes this germinating seeds
Into a full-fledged plant.
Leaves began to appear,
Stem protrudes side by side.
Flower buds appear,
Attracting the Birds & Bees.
Meanwhile, they began to build their shelter.
By then, your whole surface
Is cover up by green grasses
And by green trees,
Letting our planet appears lively again.



              From: 
                    Ulysses Deb Barma        






              Copyright ©: 
                    Ulysses's Poetry        


"
Mother Ocean,"
Ancient of days,
Deep to endless fathoms,
Mysterious to the infinite,
Vast expanse of liquid space,
Woman of Timeless Beauty.
Enraged, you batter relentlessly all that you encounter,
Tranquil, your peace transcends time and worry.
You teem with unseen life
While jealously guarding the Secrets of the Dead.
Your salty tears honor the lost.
Friend of many shores,
You are my Peace.
Away from you...
I still dream of your midnight tides,
As they rush in with a deafening roar,
Then quickly retreat in a sizzling clatter,
Leaving gifts of shell jewels behind
Glistening in your silvered wake.
Earth’s moon,
Your silent observer,
Holds eternal vigil
As it transforms your shimmering face into an
Indigo Sea of Diamonds.
Mother Ocean,
Your child longs for you.
I will return to your
...Perfect
               ...Timeless
                                  ...Peace.



              From: 
                    A Place of Remembrance        






              Copyright ©: 
                    ExoticHippieQueen        


"
My Heart Urges,"
My heart urges for the sun,
To enkindle its dark world;
For the moon,
To relish with the vision,
Of extended charm of the sky,
Adorned with the golden ornaments;
For the dew drops,
To savour coolness of the dawn;
For the rose,
To experience intoxicating fragrance;
For the breeze,
To be caressed with gentle kisses;
For the sandy beach,
To offer my feet to the waves,
To be touched with the liquid fingers,
Where I might find myself,
A goddess and the waves the devotees,
Rushing for the sacred touch;
For the polite gentle love packed words;
That might blot the fatigue, tedium,
Of tiresome tedious life;
For the long sojourn at night,
To be led to clear clean lake,
Where I might find the glimpse,
Glimmering reflection of the moon,
With myriad stars:
Thoroughly another reflected world of illusion;
For the liberty of a cloud,
That rides floats unchained,
On the shoulders of the wind.



              From: 
                    Shahida Latif        


"
