title,text
Morning Glories,"
Blue and dark-blue
rose and deepest rose
white and pink they 
are everywhere in the diligent
cornfield rising and swaying
in their reliable
finery in the little
fling of their bodies their
gear and tackle 
all caught up in the cornstalks.
The reaper's story is the story
of endless work of 
work careful and heavy but the
reaper cannot
separate them out there they 
are in the story of his life
bright random useless
year after year 
taken with the serious tons
weeds without value
humorous beautiful weeds. "
Morning Poem,"
Every morning
the world
is created.
Under the orange
sticks of the sun
the heaped
ashes of the night
turn into leaves again
and fasten themselves to the high branches ---
and the ponds appear
like black cloth
on which are painted islands
of summer lilies.
If it is your nature
to be happy
you will swim away along the soft trails
for hours, your imagination
alighting everywhere.
And if your spirit
carries within it
the thorn
that is heavier than lead ---
if it's all you can do
to keep on trudging ---
there is still
somewhere deep within you
a beast shouting that the earth
is exactly what it wanted ---
each pond with its blazing lilies
is a prayer heard and answered
lavishly,
every morning,
whether or not
you have ever dared to be happy,
whether or not
you have ever dared to pray. 



              From: 
                    Dream Work        






              Copyright ©: 
                    Atlantic Monthly Press & Mary Oliver        


"
Mushrooms,"
Mushrooms
Rain, and then
the cool pursed
lips of the wind
draw them
out of the ground -
red and yellow skulls
pummeling upward
through leaves,
through grasses,
through sand; astonishing
in their suddenness,
their quietude,
their wetness, they appear
on fall mornings, some
balancing in the earth
on one hoof
packed with poison,
others billowing
chunkily, and delicious -
those who know
walk out to gather, choosing
the benign from flocks
of glitterers, sorcerers,
russulas,
panther caps,
shark-white death angels
in their town veils
looking innocent as sugar
but full of paralysis:
to eat
is to stagger down
fast as mushrooms themselves
when they are done being perfect
and overnight
slide back under the shining
fields of rain. "
Music,"
I tied together
a few slender reeds, cut
notches to breathe across and made
such music you stood
shock still and then
followed as I wandered growing
moment by moment
slant-eyes and shaggy, my feet
slamming over the rocks, growing
hard as horn, and there
you were behind me, drowning
in the music, letting
the silver clasps out of your hair,
hurrying, taking off
your clothes.
I can't remember
where this happened but I think
it was late summer when everything
is full of fire and rounding to fruition
and whatever doesn't,
or resists,
must lie like a field of dark water under
the pulling moon,
tossing and tossing.
In the brutal elegance of cities
I have walked down
the halls of hotels
and heard this music behind
shut doors.
Do you think the heart
is accountable? Do you think the body
any more than a branch
of the honey locust tree,
hunting water,
hunching toward the sun,
shivering, when it feels
that good, into
white blossoms?
Or do you think there is a kind
of music, a certain strand
that lights up the otherwise
blunt wilderness of the body -
a furious
and unaccountable selectivity?
Ah well, anyway, whether or not
it was late summer, or even
in our part of the world, it is all
only a dream, I did not
turn into the lithe goat god. Nor did you come running
like that.
Did you? "
"Mysteries, Yes","
Truly, we live with mysteries too marvelous
   to be understood.
How grass can be nourishing in the
   mouths of the lambs.
How rivers and stones are forever
   in allegiance with gravity
      while we ourselves dream of rising.
How two hands touch and the bonds will
   never be broken.
How people come, from delight or the
   scars of damage,
to the comfort of a poem.
Let me keep my distance, always, from those
   who think they have the answers.
Let me keep company always with those who say
   “Look!” and laugh in astonishment,
   and bow their heads."
Next Time,"
Next time what I'd do is look at
the earth before saying anything. I'd stop
just before going into a house
and be an emperor for a minute
and listen better to the wind
      or to the air being still.
When anyone talked to me, whether
blame or praise or just passing time,
I'd watch the face, how the mouth
has to work, and see any strain, any
sign of what lifted the voice.
And for all, I'd know more -- the earth
bracing itself and soaring, the air
finding every leaf and feather over
forest and water, and for every person
the body glowing inside the clothes
    like a light."
On Winter's Margin,"
On winter’s margin, see the small birds now
With half-forged memories come flocking home
To gardens famous for their charity.
The green globe’s broken; vines like tangled veins
Hang at the entrance to the silent wood.
With half a loaf, I am the prince of crumbs;
By snow’s down, the birds amassed will sing
Like children for their sire to walk abroad!
But what I love, is the gray stubborn hawk
Who floats alone beyond the frozen vines;
And what I dream of are the patient deer
Who stand on legs like reeds and drink that wind; -
They are what saves the world: who choose to grow
Thin to a starting point beyond this squalor. "
One,"
The mosquito is so small
it takes almost nothing to ruin it.
Each leaf, the same.
And the black ant, hurrying.
So many lives, so many fortunes!
Every morning, I walk softly and with forward glances
down to the ponds and through the pinewoods.
Mushrooms, even, have but a brief hour
before the slug creeps to the feast,
before the pine needles hustle down
under the bundles of harsh, beneficent rain.
How many, how many, how many
make up a world!
And then I think of that old idea: the singular
and the eternal.
One cup, in which everything is swirled
back to the color of the sea and sky.
Imagine it!
A shining cup, surely!
In the moment in which there is no wind
over your shoulder,
you stare down into it,
and there you are,
your own darling face, your own eyes.
And then the wind, not thinking of you, just passes by,
touching the ant, the mosquito, the leaf,
and you know what else!
How blue is the sea, how blue is the sky,
how blue and tiny and redeemable everything is, even you,
even your eyes, even your imagination.



              From: 
                    Why I Wake Early        






              Copyright ©: 
                    Mary Oliver        


"
Peonies,"
This morning the green fists of the peonies are getting ready
to break my heart
as the sun rises,
as the sun strokes them with his old, buttery fingers
and they open ---
pools of lace,
white and pink ---
and all day the black ants climb over them, 
boring their deep and mysterious holes
into the curls,
craving the sweet sap,
taking it away
to their dark, underground cities ---
and all day
under the shifty wind,
as in a dance to the great wedding, 
the flowers bend their bright bodies,
and tip their fragrance to the air,
and rise,
their red stems holding
all that dampness and recklessness
gladly and lightly,
and there it is again ---
beauty the brave, the exemplary, 
blazing open.
Do you love this world?
Do you cherish your humble and silky life?
Do you adore the green grass, with its terror beneath? 
Do you also hurry, half-dressed and barefoot, into the garden,
and softly,
and exclaiming of their dearness,
fill your arms with the white and pink flowers, 
with their honeyed heaviness, their lush trembling,
their eagerness
to be wild and perfect for a moment, before they are
nothing, forever? "
"Picking Blueberries, Austerlitz, New York,1957","
Once, in summer
in the blueberries,
I fell asleep, and woke
when a deer stumbled against me.
I guess
she was so busy with her own happiness
she had grown careless
and was just wandering along
listening
to the wind as she leaned down
to lip up the sweetness.
So, there we were
with nothing between us
but a few leaves, and wind’s
glossy voice
shouting instructions.
The deer
backed away finally
and flung up her white tail
and went floating off toward the trees -
but the moment she did that
was so wide and so deep
it has lasted to this day;
I have only to think of her - 
the flower of her amazement
and the stalled breath of her curiosity,
and even the damp touch of her solicitude
before she took flight -
to be absent again from this world
and alive, again, in another
for thirty years
sleepy and amazed, 
rising out of the rough weeds
listening and looking.
Beautiful girl,
where are you? "
Poem (The spirit likes to dress up...),"
The spirit
  likes to dress up like this:
   ten fingers,
   ten toes,
shoulders, and all the rest
  at night
   in the black branches,
     in the morning
in the blue branches
  of the world.
   It could float, of course,
     but would rather
plumb rough matter.
  Airy and shapeless thing,
   it needs
     the metaphor of the body,
lime and appetite,
  the oceanic fluids;
   it needs the body's world,
     instinct
and imagination
  and the dark hug of time,
   sweetness
     and tangibility,
to be understood,
  to be more than pure light
   that burns
     where no one is --
so it enters us --
  in the morning
   shines from brute comfort
     like a stitch of lightning;
and at night
  lights up the deep and wondrous
   drownings of the body
     like a star."
Poppies,"
The poppies send up their
orange flares; swaying
in the wind, their congregations
are a levitation
of bright dust, of thin
and lacy leaves.
There isn’t a place
in this world that doesn’t
sooner or later drown
in the indigos of darkness,
but now, for a while,
the roughage
shines like a miracle
as it floats above everything
with its yellow hair.
Of course nothing stops the cold,
black, curved blade
from hooking forward—
of course
loss is the great lesson.
But I also say this: that light
is an invitation
to happiness,
and that happiness,
when it’s done right,
is a kind of holiness,
palpable and redemptive.
Inside the bright fields,
touched by their rough and spongy gold,
I am washed and washed
in the river
of earthly delight—
and what are you going to do—
what can you do
about it—
deep, blue night?"
Praying,"
It doesn't have to be
the blue iris, it could be
weeds in a vacant lot, or a few
small stones; just
pay attention, then patch
a few words together and don't try
to make them elaborate, this isn't
a contest but the doorway
into thanks, and a silence in which
another voice may speak.



              From: 
                    Thirst: Poems        






              Copyright ©: 
                    Mary Oliver        


"
Reckless Poem,"
Today again I am hardly myself.
It happens over and over.
It is heaven-sent.
It flows through me
like the blue wave.
Green leaves — you may believe this or not —
have once or twice
emerged from the tips of my fingers
somewhere
deep in the woods,
in the reckless seizure of spring.
Though, of course, I also know that other song,
the sweet passion of one-ness.
Just yesterday I watched an ant crossing a path, through the
         tumbled pine needles she toiled.
And I thought: she will never live another life but this one.
And I thought: if she lives her life with all her strength
         is she not wonderful and wise?
And I continued this up the miraculous pyramid of everything
         until I came to myself.
And still, even in these northern woods, on these hills of sand,
I have flown from the other window of myself
to become white heron, blue whale,
         red fox, hedgehog.
Oh, sometimes already my body has felt like the body of a flower!
Sometimes already my heart is a red parrot, perched
among strange, dark trees, flapping and screaming."
"Sand Dabs, Five","
What men build, in the name of security, is built of straw. 
* 
Does the grain of sand know it is a grain of sand? 
* 
My dog Ben -- a mouth like a tabernacle. 
* 
You can have the other words-chance, luck, coincidence,
serendipity. I'll take grace. I don't know what it is exactly, but
I'll take it. 
* 
The pine cone has secrets it will never tell. 
* 
Myself, myself, myself, that darling hut!
How quick it will burn! 
* 
Death listens
to the hum and strike of my words.
His laughter spills. 
* 
Spring: there rises up from the earth such a blazing sweetness
it fills you, thank God, with disorder.
*
I am a performing artist; I perform admiration.
Come with me, I want my poems to say. And do the same. "
Singapore,"
In Singapore, in the airport,
a darkness was ripped from my eyes.
In the women's restroom, one compartment stood open.
A woman knelt there, washing something
   in the white bowl.
Disgust argued in my stomach
and I felt, in my pocket, for my ticket.
A poem should always have birds in it.
Kingfishers, say, with their bold eyes and gaudy wings.
Rivers are pleasant, and of course trees.
A waterfall, or if that's not possible, a fountain
   rising and falling.
A person wants to stand in a happy place, in a poem.
When the woman turned I could not answer her face.
Her beauty and her embarrassment struggled together, and
   neither could win.
She smiled and I smiled. What kind of nonsense is this?
Everybody needs a job.
Yes, a person wants to stand in a happy place, in a poem.
But first we must watch her as she stares down at her labor,
   which is dull enough.
She is washing the tops of the airport ashtrays, as big as
   hubcaps, with a blue rag.
Her small hands turn the metal, scrubbing and rinsing.
She does not work slowly, nor quickly, but like a river.
Her dark hair is like the wing of a bird.
I don't doubt for a moment that she loves her life.
And I want her to rise up from the crust and the slop
   and fly down to the river.
This probably won't happen.
But maybe it will.
If the world were only pain and logic, who would want it?
Of course, it isn't.
Neither do I mean anything miraculous, but only
the light that can shine out of a life. I mean
the way she unfolded and refolded the blue cloth,
the way her smile was only for my sake; I mean
the way this poem is filled with trees, and birds."
Skunk Cabbage,"
And now as the iron rinds over
the ponds start dissolving,
you come, dreaming of ferns and flowers
and new leaves unfolding,
upon the brash
turnip-hearted skunk cabbage
slinging its bunches leaves up
through the chilling mud.
You kneel beside it. The smell
is lurid and flows out in the most
unabashed way, attracting
into itself a continual spattering
of protein. Appalling its rough
green caves, and the thought
of the thick root nested below, stubborn
and powerful as instinct!
But these are the woods you love,
where the secret name
of every death is life again - a miracle
wrought surely not of mere turning
but of dense and scalding reenactment. Not
tenderness, not longing, but daring and brawn
pull down the frozen waterfall, the past.
Ferns, leaves, flowers, the last subtle
refinements, elegant and easeful, wait
to rise and flourish.
What blazes the trail is not necessarily pretty. "
Sleeping In The Forest,"
I thought the earth remembered me,
she took me back so tenderly,
arranging her dark skirts, her pockets
full of lichens and seeds.
I slept as never before, a stone on the river bed,
nothing between me and the white fire of the stars
but my thoughts, and they floated light as moths
among the branches of the perfect trees.
All night I heard the small kingdoms
breathing around me, the insects,
and the birds who do their work in the darkness.
All night I rose and fell, as if in water,
grappling with a luminous doom. By morning
I had vanished at least a dozen times
into something better.



              From: 
                    Sleeping In The Forest        






              Copyright ©: 
                    Mary Oliver        


"
Snow Geese,"
Oh, to love what is lovely, and will not last!
What a task
to ask
of anything, or anyone,
yet it is ours,
and not by the century or the year, but by the hours.
One fall day I heard
above me, and above the sting of the wind, a sound
I did not know, and my look shot upward; it was
a flock of snow geese, winging it
faster than the ones we usually see,
and, being the color of snow, catching the sun
so they were, in part at least, golden. I
held my breath
as we do
sometimes
to stop time
when something wonderful
has touched us
as with a match,
which is lit, and bright,
but does not hurt
in the common way,
but delightfully,
as if delight
were the most serious thing
you ever felt.
The geese
flew on,
I have never seen them again.
Maybe I will, someday, somewhere.
Maybe I won't.
It doesn't matter.
What matters
is that, when I saw them,
I saw them
as through the veil, secretly, joyfully, clearly. "
Snowy Night,"
Last night, an owl
in the blue dark
tossed
an indeterminate number
of carefully shaped sounds into
the world, in which,
a quarter of a mile away, I happened
to be standing.
I couldn’t tell
which one it was –
the barred or the great-horned
ship of the air –
it was that distant. But, anyway,
aren’t there moments
that are better than knowing something,
and sweeter? Snow was falling,
so much like stars
filling the dark trees
that one could easily imagine
its reason for being was nothing more
than prettiness. I suppose
if this were someone else’s story
they would have insisted on knowing
whatever is knowable – would have hurried
over the fields
to name it – the owl, I mean.
But it’s mine, this poem of the night,
and I just stood there, listening and holding out
my hands to the soft glitter
falling through the air. I love this world,
but not for its answers.
And I wish good luck to the owl,
whatever its name –
and I wish great welcome to the snow,
whatever its severe and comfortless
and beautiful meaning. "
Some Things The World Gave,"
1
Times in the morning early
when it rained and the long gray
buildings came forward from darkness
offering their windows for light.
2
Evenings out there on the plains
when sunset donated farms
that yearned so far to the west that the world
centered there and bowed down.
3
A teacher at a country school
walking home past a great marsh
where ducks came gliding in --
she saw the boy out hunting and waved.
4
Silence on a hill where the path ended
and then the forest below
moving in one long whisper
as evening touched the leaves.
5
Shelter in winter that day --
a storm coming, but in the lee
of an island in a cover with friends --
oh, little bright cup of sun."
Sometimes,"
1.
Something came up
out of the dark.
It wasn’t anything I had ever seen before.
It wasn’t an animal
or a flower,
unless it was both.
Something came up out of the water,
a head the size of a cat
but muddy and without ears.
I don’t know what God is.
I don’t know what death is.
But I believe they have between them
some fervent and necessary arrangement.
2.
Sometime
melancholy leaves me breathless…
3.
Water from the heavens! Electricity from the source!
Both of them mad to create something!
The lighting brighter than any flower.
The thunder without a drowsy bone in its body.
4.
Instructions for living a life:
Pay attention.
Be astonished.
Tell about it.
5.
Two or three times in my life I discovered love.
Each time it seemed to solve everything.
Each time it solved a great many things
but not everything.
Yet left me as grateful as if it had indeed, and
thoroughly, solved everything.
6.
God, rest in my heart
and fortify me,
take away my hunger for answers,
let the hours play upon my body
like the hands of my beloved.
Let the cathead appear again—
the smallest of your mysteries,
some wild cousin of my own blood probably—
some cousin of my own wild blood probably,
in the black dinner-bowl of the pond.
7.
Death waits for me, I know it, around
one corner or another.
This doesn’t amuse me.
Neither does it frighten me.
After the rain, I went back into the field of sunflowers.
It was cool, and I was anything but drowsy.
I walked slowly, and listened
to the crazy roots, in the drenched earth, laughing and growing."
Song of the Builders,"
On a summer morning
I sat down
on a hillside
to think about God -
a worthy pastime.
Near me, I saw
a single cricket;
it was moving the grains of the hillside
this way and that way.
How great was its energy,
how humble its effort.
Let us hope
it will always be like this,
each of us going on
in our inexplicable ways
building the universe.



              From: 
                    Why I Wake Early        






              Copyright ©: 
                    Mary Oliver        


"
Spring,"
Somewhere
a black bear
has just risen from sleep
and is staring
down the mountain.
All night
in the brisk and shallow restlessness
of early spring
I think of her,
her four black fists
flicking the gravel,
her tongue
like a red fire
touching the grass,
the cold water.
There is only one question:
how to love this world.
I think of her
rising
like a black and leafy ledge
to sharpen her claws against
the silence
of the trees.
Whatever else
my life is
with its poems
and its music
and its glass cities,
it is also this dazzling darkness
coming
down the mountain,
breathing and tasting;
all day I think of her -—
her white teeth,
her wordlessness,
her perfect love.



              From: 
                    New and Selected Poems        






              Copyright ©: 
                    Mary Oliver        


"
Stanley Kunitz,"
I used to imagine him
coming from his house, like Merlin
strolling with important gestures
through the garden
where everything grows so thickly,
where birds sing, little snakes lie
on the boughs, thinking of nothing
but their own good lives,
where petals float upward,
their colors exploding,
and trees open their moist
pages of thunder -
it has happened every summer for years.
But now I know more
about the great wheel of growth,
and decay, and rebirth,
and know my vision for a falsehood.
Now I see him coming from the house -
I see him on his knees,
cutting away the diseased, the superfluous,
coaxing the new,
know that the hour of fulfillment
is buried in years of patience -
yet willing to labor like that
on the mortal wheel.
Oh, what good it does the heart
to know it isn’t magic!
Like the human child I am
I rush to imitate -
I watch him as he bends
among the leaves and vines
to hook some weed or other;
I think of him there
raking and trimming, stirring up
those sheets of fire
between the smothering weights of earth,
the wild and shapeless air."
Starlings in Winter,"
Chunky and noisy,
but with stars in their black feathers,
they spring from the telephone wire
and instantly
they are acrobats
in the freezing wind.
And now, in the theater of air,
they swing over buildings,
dipping and rising;
they float like one stippled star
that opens,
becomes for a moment fragmented,
then closes again;
and you watch
and you try
but you simply can't imagine
how they do it
with no articulated instruction, no pause,
only the silent confirmation
that they are this notable thing,
this wheel of many parts, that can rise and spin
over and over again,
full of gorgeous life.
Ah, world, what lessons you prepare for us,
even in the leafless winter,
even in the ashy city.
I am thinking now
of grief, and of getting past it;
I feel my boots
trying to leave the ground,
I feel my heart
pumping hard. I want
to think again of dangerous and noble things.
I want to be light and frolicsome.
I want to be improbable beautiful and afraid of nothing,
as though I had wings.



              From: 
                    Owls and Other Fantasies: Poems and Essays        






              Copyright ©: 
                    Mary Oliver        


"
Such Singing in the Wild Branches,"
It was spring
and finally I heard him
among the first leaves -
then I saw him clutching the limb
in an island of shade
with his red-brown feathers
all trim and neat for the new year.
First, I stood still
and thought of nothing.
Then I began to listen.
Then I was filled with gladness -
and that's when it happened,
when I seemed to float,
to be, myself, a wing or a tree -
and I began to understand
what the bird was saying,
and the sands in the glass
stopped
for a pure white moment
while gravity sprinkled upward
like rain, rising,
and in fact
it became difficult to tell just what it was that was singing -
it was the thrush for sure, but it seemed
not a single thrush, but himself, and all his brothers,
and also the trees around them,
as well as the gliding, long-tailed clouds
in the perfectly blue sky - all, all of them
were singing.
And, of course, yes, so it seemed,
so was I.
Such soft and solemn and perfect music doesn't last
for more than a few moments.
It's one of those magical places wise people
like to talk about.
One of the things they say about it, that is true,
is that, once you've been there,
you're there forever.
Listen, everyone has a chance.
Is it spring, is it morning?
Are there trees near you,
and does your own soul need comforting?
Quick, then - open the door and fly on your heavy feet; the song
may already be drifting away. "
Sunrise,"
You can
die for it--
an idea,
or the world. People
have done so,
brilliantly,
letting
their small bodies be bound
to the stake,
creating
an unforgettable
fury of light. But
this morning,
climbing the familiar hills
in the familiar
fabric of dawn, I thought
of China,
and India
and Europe, and I thought
how the sun
blazes
for everyone just
so joyfully
as it rises
under the lashes
of my own eyes, and I thought
I am so many!
What is my name?
What is the name
of the deep breath I would take
over and over
for all of us? Call it
whatever you want, it is
happiness, it is another one
of the ways to enter
fire.



              From: 
                    New and Selected Poems        






              Copyright ©: 
                    Mary Oliver        


"
That Sweet Flute John Clare,"
That sweet flute John Clare;
that broken branch Eddy Whitman;
Christopher Smart, in the press of blazing electricity;
My uncle the suicide;
Woolf, on her way to the river;
Wolf, of the sorrowful songs;
Swift, impenetrable mask of Dublin;
Schumann, climbing the bridge, leaping into the Rhine;
Ruskin, Cowper;
Poe, rambling in the gloom-bins of Baltimore and Richmond--
light of the world, hold me "
The Arrowhead,"
The arrowhead,
which I found beside the river,
was glittering and pointed.
I picked it up, and said,
“Now, it’s mine.”
I thought of showing it to friends.
I thought of putting it—such an imposing trinket—
in a little box, on my desk.
Halfway home, past the cut fields,
the old ghost
stood under the hickories.
“I would rather drink the wind,” he said,
“I would rather eat mud and die
than steal as you steal,
than lie as you lie.”"
The Buddha's Last Instruction,"
“Make of yourself a light,”
said the Buddha,
before he died.
I think of this every morning
as the east begins
to tear off its many clouds
of darkness, to send up the first
signal — a white fan
streaked with pink and violet,
even green.
An old man, he lay down
between two sala trees,
and he might have said anything,
knowing it was his final hour.
The light burns upward,
it thickens and settles over the fields.
Around him, the villagers gathered
and stretched forward to listen.
Even before the sun itself
hangs, disattached, in the blue air,
I am touched everywhere
by its ocean of yellow waves.
No doubt he thought of everything
that had happened in his difficult life.
And then I feel the sun itself
as it blazes over the hills,
like a million flowers on fire --
clearly I'm not needed,
yet I feel myself turning
into something of inexplicable value.
Slowly, beneath the branches,
he raised his head.
He looked into the faces of that frightened crowd.



              From: 
                    House of Light        






              Copyright ©: 
                    Mary Oliver        


"
The Chance To Love Everything,"
All summer I made friends
with the creatures nearby ---
they flowed through the fields
and under the tent walls,
or padded through the door,
grinning through their many teeth,
looking for seeds,
suet, sugar; muttering and humming,
opening the breadbox, happiest when
there was milk and music. But once
in the night I heard a sound
outside the door, the canvas
bulged slightly ---something
was pressing inward at eye level.
I watched, trembling, sure I had heard
the click of claws, the smack of lips
outside my gauzy house ---
I imagined the red eyes,
the broad tongue, the enormous lap.
Would it be friendly too?
Fear defeated me. And yet,
not in faith and not in madness
but with the courage I thought
my dream deserved,
I stepped outside. It was gone.
Then I whirled at the sound of some
shambling tonnage.
Did I see a black haunch slipping
back through the trees? Did I see
the moonlight shining on it?
Did I actually reach out my arms
toward it, toward paradise falling, like
the fading of the dearest, wildest hope ---
the dark heart of the story that is all
the reason for its telling?"
The Family,"
The dark things of the wood
Are coming from their caves,
Flexing muscle.
They browse the orchard,
Nibble the sea of grasses
Around our yellow rooms, 
Scarcely looking in
To see what we are doing
And if they still know us.
We hear them, or think we do:
The muzzle lapping moonlight,
The tooth in the apple.
Put another log on the fire;
Mozart, again, on the turntable,
Still there is a sorrow
With us in the room.
We remember the cave.
In our dreams we go back
Or they come to visit.
They also like music.
We eat leaves together.
They are our brothers.
They are the family
We have run away from. "
The Fish,"
The first fish
I ever caught
would not lie down
quiet in the pail
but flailed and sucked
at the burning
amazement of the air
and died
in the slow pouring off
of rainbows. Later
I opened his body and separated
the flesh from the bones
and ate him. Now the sea
is in me: I am the fish, the fish
glitters in me; we are
risen, tangled together, certain to fall
back to the sea. Out of pain,
and pain, and more pain
we feed this feverish plot, we are nourished
by the mystery. "
The Humpbacks,"
Listen, whatever it is you try
to do with your life, nothing will ever dazzle you
like the dreams of your body,
its spirit
longing to fly while the dead-weight bones
toss their dark mane and hurry
back into the fields of glittering fire
where everything,
even the great whale,
throbs with song."
The Journey,"
One day you finally knew
what you had to do, and began,
though the voices around you
kept shouting
their bad advice—
though the whole house
began to tremble
and you felt the old tug
at your ankles.
""Mend my life!""
each voice cried.
But you didn't stop.
You knew what you had to do,
though the wind pried
with its stiff fingers
at the very foundations,
though their melancholy
was terrible.
It was already late
enough, and a wild night,
and the road full of fallen
branches and stones.
But little by little,
as you left their voices behind,
the stars began to burn
through the sheets of clouds,
and there was a new voice
which you slowly
recognized as your own,
that kept you company
as you strode deeper and deeper
into the world,
determined to do
the only thing you could do—
determined to save
the only life you could save."
The Kingfisher,"
The kingfisher rises out of the black wave
like a blue flower, in his beak
he carries a silver leaf. I think this is
the prettiest world--so long as you don't mind
a little dying, how could there be a day in your
	whole life
that doesn't have its splash of happiness?
There are more fish than there are leaves
on a thousand trees, and anyway the kingfisher
wasn't born to think about it, or anything else.
When the wave snaps shut over his blue head, the
	water
remains water--hunger is the only story
he has ever heard in his life that he could
	believe.
I don't say he's right. Neither
do I say he's wrong. Religiously he swallows the
	silver leaf
with its broken red river, and with a rough and
	easy cry
I couldn't rouse out of my thoughtful body
if my life depended on it, he swings back
over the bright sea to do the same thing, to do it
(as I long to do something, anything) perfectly."
The Kookaburras,"
In every heart there is a coward and a procrastinator.
In every heart there is a god of flowers, just waiting
to stride out of a cloud and lift its wings.
The kookaburras, pressed against the edge of their cage,
asked me to open the door.
Years later I remember how I didn't do it,
how instead I walked away.
They had the brown eyes of soft-hearted dogs.
They didn't want to do anything so extraordinary, only to fly
home to their river.
By now I suppose the great darkness has covered them.
As for myself, I am not yet a god of even the palest flowers.
Nothing else has changed either.
Someone tosses their white bones to the dung-heap.
The sun shines on the latch of their cage.
I lie in the dark, my heart pounding. "
The Lark,"
And I have seen,
at dawn,
the lark
spin out of the long grass
and into the pink air --
its wings,
which are neither wide
nor overstrong,
fluttering --
the pectorals
ploughing and flashing
for nothing but altitude --
and the song
bursting
all the while
from the red throat.
And then he descends,
and is sorry.
His little head hangs
and he pants for breath
for a few moments
among the hoops of the grass,
which are crisp and dry,
where most of his living is done --
and then something summons him again
and up he goes,
his shoulders working,
his whole body almost collapsing and floating
to the edges of the world.
We are reconciled, I think,
to too much.
Better to be a bird, like this one --
an ornament of the eternal.
As he came down once, to the nest of the grass,
“Squander the day, but save the soul,”
I heard him say.



              From: 
                    What Do We Know: Poems and Prose Poems        






              Copyright ©: 
                    Mary Oliver        


"
The Lily,"
Night after night
darkness
enters the face
of the lily
which, lightly,
closes its five walls
around itself,
and its purse
of honey,
and its fragrance,
and is content
to stand there
in the garden,
not quite sleeping,
and, maybe,
saying in lily language
some small words
we can’t hear
even when there is no wind
anywhere,
its lips
are so secret,
its tongue
is so hidden –
or, maybe,
it says nothing at all
but just stands there
with the patience
of vegetables
and saints
until the whole earth has turned around
and the silver moon
becomes the golden sun –
as the lily absolutely knew it would,
which is itself, isn’t it,
the perfect prayer? "
The Moths,"
There’s a kind of white moth, I don’t know
what kind, that glimmers
by mid-May
in the forest, just
as the pink mocassin flowers
are rising.
If you notice anything,
it leads you to notice
more
and more.
And anyway
I was so full of energy.
I was always running around, looking
at this and that.
If I stopped
the pain
was unbearable.
If I stopped and thought, maybe
the world
can’t be saved,
the pain
was unbearable.
Finally, I noticed enough.
All around me in the forest
the white moths floated.
How long do they live, fluttering
in and out of the shadows? 
You aren’t much, I said
one day to my reflection
in a green pond,
and grinned.
The wings of the moths catch the sunlight
and burn
so brightly.
At night, sometimes,
they slip between the pink lobes
of the moccasin flowers and lie there until dawn,
motionless
in those dark halls of honey. "
The Old Poets of China,"
Wherever I am, the world comes after me.
It offers me its busyness. It does not believe
that I do not want it. Now I understand
why the old poets of China went so far and high
into the mountains, then crept into the pale mist.



              From: 
                    Why I Wake Early        






              Copyright ©: 
                    Mary Oliver        


"
The Poet with His Face in His Hands,"
You want to cry aloud for your
mistakes. But to tell the truth the world
doesn’t need anymore of that sound.
So if you’re going to do it and can’t
stop yourself, if your pretty mouth can’t
hold it in, at least go by yourself across
the forty fields and the forty dark inclines
of rocks and water to the place where
the falls are flinging out their white sheets
like crazy, and there is a cave behind all that
jubilation and water fun and you can
stand there, under it, and roar all you
want and nothing will be disturbed; you can
drip with despair all afternoon and still,
on a green branch, its wings just lightly touched
by the passing foil of the water, the thrush,
puffing out its spotted breast, will sing
of the perfect, stone-hard beauty of everything."
The Ponds,"
Every year
the lilies
are so perfect
I can hardly believe
their lapped light crowding
the black,
mid-summer ponds.
Nobody could count all of them --
the muskrats swimming
among the pads and the grasses
can reach out
their muscular arms and touch
only so many, they are that
rife and wild.
But what in this world
is perfect?
I bend closer and see
how this one is clearly lopsided --
and that one wears an orange blight --
and this one is a glossy cheek
half nibbled away --
and that one is a slumped purse
full of its own
unstoppable decay.
Still, what I want in my life
is to be willing
to be dazzled --
to cast aside the weight of facts
and maybe even
to float a little
above this difficult world.
I want to believe I am looking
into the white fire of a great mystery.
I want to believe that the imperfections are nothing --
that the light is everything -- that it is more than the sum
of each flawed blossom rising and fading. And I do.



              From: 
                    House of Light        






              Copyright ©: 
                    Mary Oliver        


"
The Rapture,"
All summer
I wandered the fields
that were thickening
every morning, 
every rainfall,
with weeds and blossoms,
with the long loops
of the shimmering, and the extravagant-
pale as flames they rose
and fell back,
replete and beautiful-
that was all there was-
and I too
once or twice, at least,
felt myself rising,
my boots
touching suddenly the tops of the weeds,
the blue and silky air-
listen,
passion did it, 
called me forth,
addled me,
stripped me clean
then covered me with the cloth of happiness-
I think there is no other prize,
only rapture the gleaming,
rapture the illogical the weightless-
whether it be for the perfect shapeliness
of something you love-
like an old German song-
or of someone-
or the dark floss of the earth itself,
heavy and electric.
At the edge of sweet sanity open
such wild, blind wings. "
