title,text
In the wave-strike over unquiet stones,"
In the wave-strike over unquiet stones
the brightness bursts and bears the rose
and the ring of water contracts to a cluster
to one drop of azure brine that falls.
O magnolia radiance breaking in spume,
magnetic voyager whose death flowers
and returns, eternal, to being and nothingness:
shattered brine, dazzling leap of the ocean.
Merged, you and I, my love, seal the silence
while the sea destroys its continual forms,
collapses its turrets of wildness and whiteness,
because in the weft of those unseen garments
of headlong water, and perpetual sand,
we bear the sole, relentless tenderness."
In You The Earth,"

Little
rose,
roselet,
at times,
tiny and naked,
it seems
as though you would fit
in one of my hands,
as though I'll clasp you like this
and carry you to my mouth,
but
suddenly
my feet touch your feet and my mouth your lips:
you have grown,
your shoulders rise like two hills,
your breasts wander over my breast,
my arm scarcely manages to encircle the thin
new-moon line of your waist:
in love you loosened yourself like sea water:
I can scarcely measure the sky's most spacious eyes
and I lean down to your mouth to kiss the earth."
It's good to feel you are close to me,"

It's good to feel you are close to me in the night, love,
invisible in your sleep, intently nocturnal,
while I untangle my worries
as if they were twisted nets.
Withdrawn, your heart sails through dream,
but your body, relinquished so, breathes
seeking me without seeing me perfecting my dream
like a plant that seeds itself in the dark.
Rising, you will be that other, alive in the dawn,
but from the frontiers lost in the night,
from the presence and the absence where we meet ourselves,
something remains, drawing us into the light of life
as if the sign of the shadows had sealed
its secret creatures with flame."
La Muerta,"

Si de pronto no existes,
si de pronto no vives,
yo seguiré viviendo.
No me atrevo,
no me atrevo a escribirlo,
si te mueres.
Yo seguiré viviendo.
Porque donde no tiene voz un hombre
allí, mi voz.
Donde los negros sean apaleados,
yo no puedo estar muerto.
Cuando entren en la cárcel mis hermanos
entraré yo con ellos.
Cuando la victoria,
no mi victoria,
sino la gran Victoria llegue,
aunque esté mudo debo hablar:
yo la veré llegar aunque esté ciego.
No, perdóname.
Si tú no vives,
si tú, querida, amor mío, si tú
te has muerto,
todas las hojas caerán en mi pecho,
lloverá sobre mi alma noche y día,
la nieve quemará mi corazón,
andaré con frío y fuego
y muerte y nieve,
mis pies querrán marchar hacia donde tú duermes, pero seguiré vivo,
porque tú me quisiste sobre
todas las cosas indomable,
y, amor, porque tú sabes que soy no sólo un hombre
sino todos los hombres"
La Reina (and translation),"

Yo te he nombrado reina.
Hay más altas que tú, más altas.
Hay más puras que tú, más puras.
Hay más bellas que tú, hay más bellas.
Pero tú eres la reina.
Cuando vas por las calles
nadie te reconoce.
Nadie ve tu corona de cristal, nadie mira
la alfombra de oro rojo
que pisas donde pasas,
la alfombra que no existe.
Y cuando asomas
suenan todos los ríos
en mi cuerpo, sacuden
el cielo las campanas,
y un himno llena el mundo.
Sólo tú y yo,
sólo tú y yo, amor mío,
lo escuchamos.
- - - - - - - - - - - -
Translation
The Queen
I have named you queen.
There are taller than you, taller.
There are purer than you, purer.
There are lovelier than you, lovelier.
But you are the queen.
When you go through the streets
No one recognizes you.
No one sees your crystal crown, no one looks
At the carpet of red gold
That you tread as you pass,
The nonexistent carpet.
And when you appear
All the rivers sound
In my body, bells
Shake the sky,
And a hymn fills the world.
Only you and I,
Only you and I, my love,
Listen to me."
Leaning Into The Afternoons,"
Leaning into the afternoons,
I cast my sad nets towards your oceanic eyes.
There, in the highest blaze my solitude lengthens and flames;
Its arms turning like a drowning man's.
I send out red signals across your absent eyes
That wave like the sea, or the beach by a lighthouse.
You keep only darkness my distant female;
>From your regard sometimes, the coast of dread emerges.
Leaning into the afternoons,
I fling my sad nets to that sea that is thrashed
By your oceanic eyes.
The birds of night peck at the first stars
That flash like my soul when I love you.
The night, gallops on its shadowy mare
Shedding blue tassels over the land."
Leave Me A Place Underground,"

Leave me a place underground, a labyrinth,
where I can go, when I wish to turn,
without eyes, without touch,
in the void, to dumb stone,
or the finger of shadow.
I know that you cannot, no one, no thing
can deliver up that place, or that path,
but what can I do with my pitiful passions,
if they are no use, on the surface
of everyday life,
if I cannot look to survive,
except by dying, going beyond, entering
into the state, metallic and slumbering,
of primeval flame?"
Lone Gentleman,"

The gay young men and the love-sick girls,
and the abandoned widows suffering in sleepless delirium,
and the young pregnant wives of thirty hours,
and the raucous cats that cruise my garden in the shadows,
like a necklace of pulsating oysters of sex
surround my lonely residence,
like enemies lined up against my soul,
like conspirators in bedroom clothes
who exchange long deep kisses to order.
The radiant summer leads to lovers
in predictable melancholic regiments,
made of fat and skinny, sad and happy pairings:
under the elegant coconut palms, near the ocean and the moon,
goes an endless movement of trousers and dresses,
a whisper of silk stockings being caressed,
and womens breasts that sparkle like eyes.
The little employee, after it all,
after the weeks boredom, and novels read by night in bed,
has definitively seduced the girl next door,
and carried her away to a run-down movie house
where the heroes are studs or princes mad with passion,
and strokes her legs covered with soft down
with his moist and ardent hands that smell of cigarettes.
The seducers afternoons and married peoples nights
come together like the sheets and bury me,
and the hours after lunch when the young male students
and the young girl students, and the priests, masturbate,
and the creatures fornicate outright,
and the bees smell of blood, and the flies madly buzz,
and boy and girl cousins play oddly together,
and doctors stare in fury at the young patients husband,
and the morning hours in which the professor, as if to pass the time,
performs his marriage duties, and breakfasts,
and moreover, the adulterers, who love each other truly
on beds as high and deep as ocean liners:
finally, eternally surrounding me
is a gigantic forest breathing and tangled
with gigantic flowers like mouths with teeth
and black roots in the shape of hooves and shoes."
Lost In The Forest,"

Lost in the forest, I broke off a dark twig
and lifted its whisper to my thirsty lips:
maybe it was the voice of the rain crying,
a cracked bell, or a torn heart.
Something from far off it seemed
deep and secret to me, hidden by the earth,
a shout muffled by huge autumns,
by the moist half-open darkness of the leaves.
Wakening from the dreaming forest there, the hazel-sprig
sang under my tongue, its drifting fragrance
climbed up through my conscious mind
as if suddenly the roots I had left behind
cried out to me, the land I had lost with my childhood--
and I stopped, wounded by the wandering scent."
Love,"
What's wrong with you, with us,
what's happening to us?
Ah our love is a harsh cord
that binds us wounding us
and if we want
to leave our wound,
to separate,
it makes a new knot for us and condemns us
to drain our blood and burn together.
What's wrong with you? I look at you
and I find nothing in you but two eyes
like all eyes, a mouth
lost among a thousand mouths that I have kissed, more beautiful,
a body just like those that have slipped
beneath my body without leaving any memory.
And how empty you went through the world
like a wheat-colored jar
without air, without sound, without substance!
I vainly sought in you
depth for my arms
that dig, without cease, beneath the earth:
beneath your skin, beneath your eyes,
nothing,
beneath your double breast scarcely
raised
a current of crystalline order
that does not know why it flows singing.
Why, why, why,
my love, why?"
Love Sonnet XVII,"
I do not love you as if you were a salt rose, or topaz
or the arrow of carnations the fire shoots off.
I love you as certain dark things are to be loved,
in secret, between the shadow and the soul.
I love you as the plant that never blooms
but carries in itself the light of hidden flowers;
thanks to your love a certain solid fragrance,
risen from the earth, lives darkly in my body.
I love you without knowing how, or when, or from where.
I love you straightforwardly, without complexities or pride;
So I love you because I know no other way
than this: where I does not exist, nor you,
so close that your hand on my chest is my hand,
so close that your eyes close as I fall asleep."
"Love, We're Going Home Now","

Love, we're going home now,
Where the vines clamber over the trellis:
Even before you, the summer will arrive,
On its honeysuckle feet, in your bedroom.
Our nomadic kisses wandered over all the world:
Armenia, dollop of disinterred honey:
Ceylon, green dove: and the YangTse with its old
Old patience, dividing the day from the night.
And now, dearest, we return, across the crackling sea
Like two blind birds to their wall,
To their nest in a distant spring:
Because love cannot always fly without resting,
Our lives return to the wall, to the rocks of the sea:
Our kisses head back home where they belong."
Lovely One,"

Lovely one,
Just as on the cool stone
Of the spring, the water
Opens a wide flash of foam,
So is the smile of your face,
Lovely one.
Lovely one,
With delicate hands and slender feet
Like a silver pony,
Walking, flower of the world,
Thus I see you,
Lovely one.
Lovely one,
With a nest of copper entangled
On your head, a nest
The coloUr of dark honey
Where my heart burns and rests,
Lovely one.
Lovely one,
Your eyes are too big for your face,
Your eyes are too big for the earth.
There are countries, there are rivers,
In your eyes,
My country is your eyes,
I walk through them,
They light the world
Through which I walk,
Lovely one.
Lovely one,
Your breasts are like two loaves made
Of grainy earth and golden moon,
Lovely one.
Lovely one,
Your waist,
My arm shaped it like a river when
It flowed a thousand years through your sweet body,
Lovely one.
Lovely one,
There is nothing like your hips,
Perhaps earth has
In some hidden place
The curve and the fragrance of your body,
Perhaps in some place,
Lovely one.
Lovely one, my lovely one,
Your voice, your skin, your nails,
Lovely one, my lovely one,
Your being, your light, your shadow,
Lovely one,
All that is mine, lovely one,
All that is mine, my dear,
When you walk or rest,
When you sing or sleep,
When you suffer or dream,
Always,
When you are near or far,
Always,
You are mine, my lovely one,
Always."
"Luminous mind, bright devil","

Luminous mind, bright devil
of absolute clusterings, of upright noon---:
here we are at last, alone, without loneliness,
far from the savage city's delirium.
Just as a pure line describes the dove's curve,
as the fire honors and nourishes peace,
so you and I made this heavenly outcome.
The mind and love live naked in this house.
Furious dreams, rivers of bitter certainty,
decisions harder than the dreams of a hammer
flowed into the lovers' double cup,
until those twins were lifted into balance
on the scale: the mind and love, like two wings.
---So this transparency was built."
LXXXIV From: 'Cien sonetos de amor',"

One time more, my love, the net of light extinguishes
work, wheels, flames, boredoms and farewells,
and we surrender the swaying wheat to night,
the wheat that noon stole from earth and light.
The moon alone in the midst of its clear page
sustains the pillars of Heaven's Bay,
the room acquires the slowness of gold,
and your hands go here and there preparing night.
O love, O night. O cupola ringed by a river
of impenetrable water in the shadows of Heaven,
that raises and drowns its tempestuous orbs,
until we are only the one dark space
a glass into which fall celestial ashes,
one drop in the flow of a vast slow river"
Magellanic Penguin,"
Neither clown nor child nor black
nor white but verticle
and a questioning innocence
dressed in night and snow:
The mother smiles at the sailor,
the fisherman at the astronaunt,
but the child child does not smile
when he looks at the bird child,
and from the disorderly ocean
the immaculate passenger
emerges in snowy mourning.
I was without doubt the child bird
there in the cold archipelagoes
when it looked at me with its eyes,
with its ancient ocean eyes:
it had neither arms nor wings
but hard little oars
on its sides:
it was as old as the salt;
the age of moving water,
and it looked at me from its age:
since then I know I do not exist;
I am a worm in the sand.
the reasons for my respect
remained in the sand:
the religious bird
did not need to fly,
did not need to sing,
and through its form was visible
its wild soul bled salt:
as if a vein from the bitter sea
had been broken.
Penguin, static traveler,
deliberate priest of the cold,
I salute your vertical salt
and envy your plumed pride."
March Days Return with their Covert Light,"
March days return with their covert light,
and huge fish swim through the sky,
vague earthly vapours progress in secret,
things slip to silence one by one.
Through fortuity, at this crisis of errant skies,
you reunite the lives of the sea to that of fire,
grey lurchings of the ship of winter
to the form that love carved in the guitar.
O love, O rose soaked by mermaids and spume,
dancing flame that climbs the invisible stairway,
to waken the blood in insomnia's labyrinth,
so that the waves can complete themselves in the sky,
the sea forget its cargoes and rages,
and the world fall into darkness's nets."
Morning (Love Sonnet XXVII),"
Naked you are simple as one of your hands;
Smooth, earthy, small, transparent, round.
You've moon-lines, apple pathways
Naked you are slender as a naked grain of wheat.
Naked you are blue as a night in Cuba;
You've vines and stars in your hair.
Naked you are spacious and yellow
As summer in a golden church.
Naked you are tiny as one of your nails;
Curved, subtle, rosy, till the day is born
And you withdraw to the underground world.
As if down a long tunnel of clothing and of chores;
Your clear light dims, gets dressed, drops its leaves,
And becomes a naked hand again."
Nothing But Death,"
There are cemeteries that are lonely,
graves full of bones that do not make a sound,
the heart moving through a tunnel,
in it darkness, darkness, darkness,
like a shipwreck we die going into ourselves,
as though we were drowning inside our hearts,
as though we lived falling out of the skin into the soul.
And there are corpses,
feet made of cold and sticky clay,
death is inside the bones,
like a barking where there are no dogs,
coming out from bells somewhere, from graves somewhere,
growing in the damp air like tears of rain.
Sometimes I see alone
coffins under sail,
embarking with the pale dead, with women that have dead hair,
with bakers who are as white as angels,
and pensive young girls married to notary publics,
caskets sailing up the vertical river of the dead,
the river of dark purple,
moving upstream with sails filled out by the sound of death,
filled by the sound of death which is silence.
Death arrives among all that sound
like a shoe with no foot in it, like a suit with no man in it,
comes and knocks, using a ring with no stone in it, with no
finger in it,
comes and shouts with no mouth, with no tongue, with no
throat.
Nevertheless its steps can be heard
and its clothing makes a hushed sound, like a tree.
I'm not sure, I understand only a little, I can hardly see,
but it seems to me that its singing has the color of damp violets,
of violets that are at home in the earth,
because the face of death is green,
and the look death gives is green,
with the penetrating dampness of a violet leaf
and the somber color of embittered winter.
But death also goes through the world dressed as a broom,
lapping the floor, looking for dead bodies,
death is inside the broom,
the broom is the tongue of death looking for corpses,
it is the needle of death looking for thread.
Death is inside the folding cots:
it spends its life sleeping on the slow mattresses,
in the black blankets, and suddenly breathes out:
it blows out a mournful sound that swells the sheets,
and the beds go sailing toward a port
where death is waiting, dressed like an admiral."
Nothing But Death,"

There are cemeteries that are lonely,
graves full of bones that do not make a sound,
the heart moving through a tunnel,
in it darkness, darkness, darkness,
like a shipwreck we die going into ourselves,
as though we were drowning inside our hearts,
as though we lived falling out of the skin into the soul.
And there are corpses,
feet made of cold and sticky clay,
death is inside the bones,
like a barking where there are no dogs,
coming out from bells somewhere, from graves somewhere,
growing in the damp air like tears of rain.
Sometimes I see alone
coffins under sail,
embarking with the pale dead, with women that have dead hair,
with bakers who are as white as angels,
and pensive young girls married to notary publics,
caskets sailing up the vertical river of the dead,
the river of dark purple,
moving upstream with sails filled out by the sound of death,
filled by the sound of death which is silence.
Death arrives among all that sound
like a shoe with no foot in it, like a suit with no man in it,
comes and knocks, using a ring with no stone in it, with no
finger in it,
comes and shouts with no mouth, with no tongue, with no
throat.
Nevertheless its steps can be heard
and its clothing makes a hushed sound, like a tree.
I'm not sure, I understand only a little, I can hardly see,
but it seems to me that its singing has the color of damp violets,
of violets that are at home in the earth,
because the face of death is green,
and the look death gives is green,
with the penetrating dampness of a violet leaf
and the somber color of embittered winter.
But death also goes through the world dressed as a broom,
lapping the floor, looking for dead bodies,
death is inside the broom,
the broom is the tongue of death looking for corpses,
it is the needle of death looking for thread.
Death is inside the folding cots:
it spends its life sleeping on the slow mattresses,
in the black blankets, and suddenly breathes out:
it blows out a mournful sound that swells the sheets,
and the beds go sailing toward a port
where death is waiting, dressed like an admiral.
Translated by Robert Bly"
Ode To a Chestnut on the Ground,"
From bristly foliage
you fell
complete, polished wood, gleaming mahogany,
as perfect
as a violin newly
born of the treetops,
that falling
offers its sealed-in gifts,
the hidden sweetness
that grew in secret
amid birds and leaves,
a model of form,
kin to wood and flour,
an oval instrument
that holds within it
intact delight, an edible rose.
In the heights you abandoned
the sea-urchin burr
that parted its spines
in the light of the chestnut tree;
through that slit
you glimpsed the world,
birds
bursting with syllables,
starry
dew
below,
the heads of boys
and girls,
grasses stirring restlessly,
smoke rising, rising.
You made your decision,
chestnut, and leaped to earth,
burnished and ready,
firm and smooth
as the small breasts
of the islands of America.
You fell,
you struck
the ground,
but
nothing happened,
the grass
still stirred, the old
chestnut sighed with the mouths
of a forest of trees,
a red leaf of autumn fell,
resolutely, the hours marched on
across the earth.
Because you are
only
a seed,
chestnut tree, autumn, earth,
water, heights, silence
prepared the germ,
the floury density,
the maternal eyelids
that buried will again
open toward the heights
the simple majesty of foliage,
the dark damp plan
of new roots,
the ancient but new dimensions
of another chestnut tree in the earth."
Ode To a Large Tuna in the Market,"
Among the market greens,
a bullet
from the ocean
depths,
a swimming
projectile,
I saw you,
dead.
All around you
were lettuces,
sea foam
of the earth,
carrots,
grapes,
but
of the ocean
truth,
of the unknown,
of the
unfathomable
shadow, the
depths
of the sea,
the abyss,
only you had survived,
a pitch-black, varnished
witness
to deepest night.
Only you, well-aimed
dark bullet
from the abyss,
mangled at one tip,
but constantly
reborn,
at anchor in the current,
winged fins
windmilling
in the swift
flight
of
the
marine
shadow,
a mourning arrow,
dart of the sea,
olive, oily fish.
I saw you dead,
a deceased king
of my own ocean,
green
assault, silver
submarine fir,
seed
of seaquakes,
now
only dead remains,
yet
in all the market
yours
was the only
purposeful form
amid
the bewildering rout
of nature;
amid the fragile greens
you were
a solitary ship,
armed
among the vegetables,
fin and prow black and oiled,
as if you were still
the vessel of the wind,
the one and only
pure
ocean
machine:
unflawed, navigating
the waters of death."
Ode To a Lemon,"
Out of lemon flowers
loosed
on the moonlight, love's
lashed and insatiable
essences,
sodden with fragrance,
the lemon tree's yellow
emerges,
the lemons
move down
from the tree's planetarium
Delicate merchandise!
The harbors are big with it-
bazaars
for the light and the
barbarous gold.
We open
the halves
of a miracle,
and a clotting of acids
brims
into the starry
divisions:
creation's
original juices,
irreducible, changeless,
alive:
so the freshness lives on
in a lemon,
in the sweet-smelling house of the rind,
the proportions, arcane and acerb.
Cutting the lemon
the knife
leaves a little cathedral:
alcoves unguessed by the eye
that open acidulous glass
to the light; topazes
riding the droplets,
altars,
aromatic facades.
So, while the hand
holds the cut of the lemon,
half a world
on a trencher,
the gold of the universe
wells
to your touch:
a cup yellow
with miracles,
a breast and a nipple
perfuming the earth;
a flashing made fruitage,
the diminutive fire of a planet."
Ode To A Naked Beauty,"

With chaste heart, and pure
eyes
I celebrate you, my beauty,
restraining my blood
so that the line
surges and follows
your contour,
and you bed yourself in my verse,
as in woodland, or wave-spume:
earth's perfume,
sea's music.
Nakedly beautiful,
whether it is your feet, arching
at a primal touch
of sound or breeze,
or your ears,
tiny spiral shells
from the splendour of America's oceans.
Your breasts also,
of equal fullness, overflowing
with the living light
and, yes,
winged
your eyelids of silken corn
that disclose
or enclose
the deep twin landscapes of your eyes.
The line of your back
separating you
falls away into paler regions
then surges
to the smooth hemispheres
of an apple,
and goes splitting
your loveliness
into two pillars
of burnt gold, pure alabaster,
to be lost in the twin clusters of your feet,
from which, once more, lifts and takes fire
the double tree of your symmetry:
flower of fire, open circle of candles,
swollen fruit raised
over the meeting of earth and ocean.
Your body - from what substances
agate, quartz, ears of wheat,
did it flow, was it gathered,
rising like bread
in the warmth,
and signalling hills
silvered,
valleys of a single petal, sweetnesses
of velvet depth,
until the pure, fine, form of woman
thickened
and rested there?
It is not so much light that falls
over the world
extended by your body
its suffocating snow,
as brightness, pouring itself out of you,
as if you were
burning inside.
Under your skin the moon is alive."
Ode To an Artichoke,"
The artichoke
of delicate heart
erect
in its battle-dress, builds
its minimal cupola;
keeps
stark
in its scallop of
scales.
Around it,
demoniac vegetables
bristle their thicknesses,
devise
tendrils and belfries,
the bulb's agitations;
while under the subsoil
the carrot
sleeps sound in its
rusty mustaches.
Runner and filaments
bleach in the vineyards,
whereon rise the vines.
The sedulous cabbage
arranges its petticoats;
oregano
sweetens a world;
and the artichoke
dulcetly there in a gardenplot,
armed for a skirmish,
goes proud
in its pomegranate
burnishes.
Till, on a day,
each by the other,
the artichoke moves
to its dream
of a market place
in the big willow
hoppers:
a battle formation.
Most warlike
of defilades-
with men
in the market stalls,
white shirts
in the soup-greens,
artichoke field marshals,
close-order conclaves,
commands, detonations,
and voices,
a crashing of crate staves.
And
Maria
come
down
with her hamper
to
make trial
of an artichoke:
she reflects, she examines,
she candles them up to the light like an egg,
never flinching;
she bargains,
she tumbles her prize
in a market bag
among shoes and a
cabbage head,
a bottle
of vinegar; is back
in her kitchen.
The artichoke drowns in a pot.
So you have it:
a vegetable, armed,
a profession
(call it an artichoke)
whose end
is millennial.
We taste of that
sweetness,
dismembering scale after scale.
We eat of a halcyon paste:
it is green at the artichoke heart."
Ode To Bird Watching,"

Now
Let's look for birds!
The tall iron branches
in the forest,
The dense
fertility on the ground.
The world
is wet.
A dewdrop or raindrop
shines,
a diminutive star
among the leaves.
The morning time
mother earth
is cool.
The air
is like a river
which shakes
the silence.
It smells of rosemary,
of space
and roots.
Overhead,
a crazy song.
It's a bird.
How
out of its throat
smaller than a finger
can there fall the waters
of its song?
Luminous ease!
Invisible
power
torrent
of music
in the leaves.
Sacred conversations!
Clean and fresh washed
is this
day resounding
like a green dulcimer.
I bury
my shoes
in the mud,
jump over rivulets.
A thorn
bites me and a gust
of air like a crystal
wave
splits up inside my chest.
Where
are the birds?
Maybe it was
that
rustling in the foliage
or that fleeting pellet
of brown velvet
or that displaced
perfume? That
leaf that let loose cinnamon smell
- was that a bird? That dust
from an irritated magnolia
or that fruit
which fell with a thump -
was that a flight?
Oh, invisible little
critters
birds of the devil
with their ringing
with their useless feathers.
I only want
to caress them,
to see them resplendent.
I don't want
to see under glass
the embalmed lightning.
I want to see them living.
I want to touch their gloves
of real hide,
which they never forget in
the branches
and to converse with
them
sitting on my shoulders
although they may leave
me like certain statues
undeservedly whitewashed.
Impossible.
You can't touch them.
You can hear them
like a heavenly
rustle or movement.
They converse
with precision.
They repeat
their observations.
They brag
of how much they do.
They comment
on everything that exists.
They learn
certain sciences
like hydrography.
and by a sure science
they know
where there are harvests
of grain"
Ode To Broken Things,"

Things get broken
at home
like they were pushed
by an invisible, deliberate smasher.
It's not my hands
or yours
It wasn't the girls
with their hard fingernails
or the motion of the planet.
It wasn't anything or anybody
It wasn't the wind
It wasn't the orange-colored noontime
Or night over the earth
It wasn't even the nose or the elbow
Or the hips getting bigger
or the ankle
or the air.
The plate broke, the lamp fell
All the flower pots tumbled over
one by one. That pot
which overflowed with scarlet
in the middle of October,
it got tired from all the violets
and another empty one
rolled round and round and round
all through winter
until it was only the powder
of a flowerpot,
a broken memory, shining dust.
And that clock
whose sound
was
the voice of our lives,
the secret
thread of our weeks,
which released
one by one, so many hours
for honey and silence
for so many births and jobs,
that clock also
fell
and its delicate blue guts
vibrated
among the broken glass
its wide heart
unsprung.
Life goes on grinding up
glass, wearing out clothes
making fragments
breaking down
forms
and what lasts through time
is like an island on a ship in the sea,
perishable
surrounded by dangerous fragility
by merciless waters and threats.
Let's put all our treasures together
-- the clocks, plates, cups cracked by the cold --
into a sack and carry them
to the sea
and let our possessions sink
into one alarming breaker
that sounds like a river.
May whatever breaks
be reconstructed by the sea
with the long labor of its tides.
So many useless things
which nobody broke
but which got broken anyway."
Ode to Clothes,"

Every morning you wait,
clothes, over a chair,
to fill yourself with
my vanity, my love,
my hope, my body.
Barely
risen from sleep,
I relinquish the water,
enter your sleeves,
my legs look for
the hollows of your legs,
and so embraced
by your indefatigable faithfulness
I rise, to tread the grass,
enter poetry,
consider through the windows,
the things,
the men, the women,
the deeds and the fights
go on forming me,
go on making me face things
working my hands,
opening my eyes,
using my mouth,
and so,
clothes,
I too go forming you,
extending your elbows,
snapping your threads,
and so your life expands
in the image of my life.
In the wind
you billow and snap
as if you were my soul,
at bad times
you cling
to my bones,
vacant, for the night,
darkness, sleep
populate with their phantoms
your wings and mine.
I wonder
if one day
a bullet
from the enemy
will leave you stained with my blood
and then
you will die with me
or one day
not quite
so dramatic
but simple,
you will fall ill,
clothes,
with me,
grow old
with me, with my body
and joined
we will enter
the earth.
Because of this
each day
I greet you
with reverence and then
you embrace me and I forget you,
because we are one
and we will go on
facing the wind, in the night,
the streets or the fight,
a single body,
one day, one day, some day, still."
Ode To Conger Chowder,"
In the storm-tossed
Chilean
sea
lives the rosy conger,
giant eel
of snowy flesh.
And in Chilean
stewpots,
along the coast,
was born the chowder,
thick and succulent,
a boon to man.
You bring the conger, skinned,
to the kitchen
(its mottled skin slips off
like a glove,
leaving the
grape of the sea
exposed to the world),
naked,
the tender eel
glistens,
prepared
to serve our appetites.
Now
you take
garlic,
first, caress
that precious
ivory,
smell
its irate fragrance,
then
blend the minced garlic
with onion
and tomato
until the onion
is the color of gold.
Meanwhile steam
our regal
ocean prawns,
and when
they are
tender,
when the savor is
set in a sauce
combining the liquors
of the ocean
and the clear water
released from the light of the onion,
then
you add the eel
that it may be immersed in glory,
that it may steep in the oils
of the pot,
shrink and be saturated.
Now all that remains is to
drop a dollop of cream
into the concoction,
a heavy rose,
then slowly
deliver
the treasure to the flame,
until in the chowder
are warmed
the essences of Chile,
and to the table
come, newly wed,
the savors
of land and sea,
that in this dish
you may know heaven."
Ode To Maize,"
America, from a grain
of maize you grew
to crown
with spacious lands
the ocean foam.
A grain of maize was your geography.
From the grain
a green lance rose,
was covered with gold,
to grace the heights
of Peru with its yellow tassels.
But, poet, let
history rest in its shroud;
praise with your lyre
the grain in its granaries:
sing to the simple maize in the kitchen.
First, a fine beard
fluttered in the field
above the tender teeth
of the young ear.
Then the husks parted
and fruitfulness burst its veils
of pale papyrus
that grains of laughter
might fall upon the earth.
To the stone,
in your journey,
you returned.
Not to the terrible stone,
the bloody
triangle of Mexican death,
but to the grinding stone,
sacred
stone of your kitchens.
There, milk and matter,
strength-giving, nutritious
cornmeal pulp,
you were worked and patted
by the wondrous hands
of dark-skinned women.
Wherever you fall, maize,
whether into the
splendid pot of partridge, or among
country beans, you light up
the meal and lend it
your virginal flavor.
Oh, to bite into
the steaming ear beside the sea
of distant song and deepest waltz.
To boil you
as your aroma
spreads through
blue sierras.
But is there
no end
to your treasure?
In chalky, barren lands
bordered
by the sea, along
the rocky Chilean coast,
at times
only your radiance
reaches the empty
table of the miner.
Your light, your cornmeal, your hope
pervades America's solitudes,
and to hunger
your lances
are enemy legions.
Within your husks,
like gentle kernels,
our sober provincial
children's hearts were nurtured,
until life began
to shuck us from the ear."
Ode to My Socks,"

Mara Mori brought me
a pair of socks
which she knitted herself
with her sheepherder's hands,
two socks as soft as rabbits.
I slipped my feet into them
as if they were two cases
knitted with threads of twilight and goatskin,
Violent socks,
my feet were two fish made of wool,
two long sharks
sea blue, shot through
by one golden thread,
two immense blackbirds,
two cannons,
my feet were honored in this way
by these heavenly socks.
They were so handsome for the first time
my feet seemed to me unacceptable
like two decrepit firemen,
firemen unworthy of that woven fire,
of those glowing socks.
Nevertheless, I resisted the sharp temptation
to save them somewhere as schoolboys
keep fireflies,
as learned men collect
sacred texts,
I resisted the mad impulse to put them
in a golden cage and each day give them
birdseed and pieces of pink melon.
Like explorers in the jungle
who hand over the very rare green deer
to the spit and eat it with remorse,
I stretched out my feet and pulled on
the magnificent socks and then my shoes.
The moral of my ode is this:
beauty is twice beauty
and what is good is doubly good
when it is a matter of two socks
made of wool in winter."
Ode To Sadness,"

Sadness, scarab
with seven crippled feet,
spiderweb egg,
scramble-brained rat,
bitch's skeleton:
No entry here.
Don't come in.
Go away.
Go back
south with your umbrella,
go back
north with your serpent's teeth.
A poet lives here.
No sadness may
cross this threshold.
Through these windows
comes the breath of the world,
fresh red roses,
flags embroidered with
the victories of the people.
No.
No entry.
Flap
your bat's wings,
I will trample the feathers
that fall from your mantle,
I will sweep the bits and pieces
of your carcass to
the four corners of the wind,
I will wring your neck,
I will stitch your eyelids shut,
I will sew your shroud,
sadness, and bury your rodent bones
beneath the springtime of an apple tree."
Ode To Salt,"
This salt
in the saltcellar
I once saw in the salt mines.
I know
you won't
believe me,
but
it sings,
salt sings, the skin
of the salt mines
sings
with a mouth smothered
by the earth.
I shivered in those solitudes
when I heard
the voice of
the salt
in the desert.
Near Antofagasta
the nitrous
pampa
resounds:
a broken
voice,
a mournful
song.
In its caves
the salt moans, mountain
of buried light,
translucent cathedral,
crystal of the sea, oblivion
of the waves.
And then on every table
in the world,
salt,
we see your piquant
powder
sprinkling
vital light
upon
our food. Preserver
of the ancient
holds of ships,
discoverer
on
the high seas,
earliest
sailor
of the unknown, shifting
byways of the foam.
Dust of the sea, in you
the tongue receives a kiss
from ocean night:
taste imparts to every seasoned
dish your ocean essence;
the smallest,
miniature
wave from the saltcellar
reveals to us
more than domestic whiteness;
in it, we taste infinitude."
